0 0
60 2
120 0.2192307631175
180 0.832211526235
240 1.3370726346967
300 2.1981837431583
360 4.0731837431583
420 5.7436382770533
480 6.9635825951892
540 8.3136363188425
600 9.64854092598
660 10.884804646175
720 11.666273148856
780 11.983223660788
840 12.466878716153
900 13.981878709795
960 15.86099457741
1020 31.918860038108
1080 64.728597180025
1140 99.512119722358
1200 134.18670671777
1260 168.72024350161
1320 203.14214495019
1380 237.67656674377
1440 255.28932188341
1500 256.31723097154
1560 257.67563672055
1620 259.02504645972
1680 260.38748408942
1740 261.73496816942
1800 263.07574588447
1860 263.87583331256
1920 264.36535253514
1980 265.01288159677
2040 265.78916066477
2100 266.61058924982
2160 268.03826783487
2220 269.79394963571
2280 271.12438144673
2340 271.91145288933
2400 272.13752431858
2460 272.62877430905
2520 273.13073859204
2580 274.01145288139
2640 275.90145290682
2700 277.66395290682
2760 278.94645285596
2820 280.29876049349
2880 281.16702969858
2940 281.47253669887
3000 281.82525288253
3060 287.67342360804
3120 310.63175694137
3180 345.28088006962
3240 379.92359247195
3300 414.58137038537
3360 449.23425938279
3420 483.92666254037
3480 518.54784377412
3540 552.96828241345
3600 586.6504092852
3660 603.9129092852
3720 605.34062013624
3780 606.67547381716
3840 607.33261664706
3900 607.47547378537
3960 609.11833092369
4020 610.61833092369
4080 610.95583092369
4140 611.344970266
4200 611.42060960926
4260 611.46260961093
4320 611.64737979966
4380 611.97821248767
4440 612.51727498767
4500 613.15966628787
4560 613.60226766663
4620 613.94231291212
4680 614.27160590884
4740 614.58967198131
4800 614.91166731911
4860 615.23681742745
4920 615.4827909668
4980 615.59323226211
5040 615.61446303127
5100 615.63235459722
5160 615.65796675133
5220 615.68312920031
5280 615.70057106115
5340 615.72155008214
5400 615.74252910313
5460 615.75938303567
5520 615.7946418752
5580 615.81304678219
5640 615.83526900507
5700 615.85749122796
5760 615.87602063912
5820 615.89455005027
5880 615.91490719216
5940 615.93526433406
